nombre,enlace,link_imagen,precio,valor_nutricional,oferta,precio_por_peso
Turrón crujiente de chocolate con galletas Dulce Noel Dia bolsa 150 g,https://www.dia.es/navidad/turrones/p/302906,https://www.dia.es/product_images/302906/302906_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 28g de las cuales saturadas 14.2g Hidratos de Carbono 59.3g de los cuales azúcares 49.6g Proteínas 5.7g Sal 0.2g,No disponible,"(13,27 €/KILO)"
Turrón crujiente de chocolate blanco Dulce Noel Dia bolsa 150 g,https://www.dia.es/navidad/turrones/p/302902,https://www.dia.es/product_images/302902/302902_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 30.1g de las cuales saturadas 17.5g Hidratos de Carbono 59.2g de los cuales azúcares 51.7g Proteínas 6.8g Sal 0.24g,No disponible,"(13,27 €/KILO)"
Surtido de mini turrones Dulce Noel Dia caja 280 g,https://www.dia.es/navidad/turrones/p/273484,https://www.dia.es/product_images/273484/273484_ISO_0_ES.jpg?imwidth=392,"4,29 €",Grasas 30.4g de las cuales saturadas 6.5g Hidratos de Carbono 49.3g de los cuales azúcares 37.7g Proteínas 9.5g Sal 0.07g,No disponible,"(15,32 €/KILO)"
Turrón de jijona artesano Dulce Noel Dia bolsa 240 g,https://www.dia.es/navidad/turrones/p/264736,https://www.dia.es/product_images/264736/264736_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 35g de las cuales saturadas 3.2g Hidratos de Carbono 38g de los cuales azúcares 23g Proteínas 19g Sal 0.06g,No disponible,"(16,63 €/KILO)"
Turrón crujiente de chocolate sin azúcares añadidos Dulce Noel Dia bolsa 110 g,https://www.dia.es/navidad/turrones/p/302675,https://www.dia.es/product_images/302675/302675_ISO_0_ES.jpg?imwidth=392,"1,89 €",Grasas 30.3g de las cuales saturadas 17.4g Hidratos de Carbono 58g de los cuales azúcares 6g Proteínas 5.8g Sal 0.16g Polialcoholes 42.6g,No disponible,"(17,18 €/KILO)"
Turrón extrafino Filipinos Nestlé bolsa 230 g,https://www.dia.es/navidad/turrones/p/303489,https://www.dia.es/product_images/303489/303489_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 33.8g de las cuales saturadas 18.5g Hidratos de Carbono 57.3g de los cuales azúcares 44.3g Fibra alimentaria 1.4g Proteínas 5g Sal 0.07g,No disponible,"(17,35 €/KILO)"
Turrón de mandarina relleno de avellana Dulce Noel Dia bolsa 250 g,https://www.dia.es/navidad/turrones/p/302674,https://www.dia.es/product_images/302674/302674_ISO_0_ES.jpg?imwidth=392,"4,29 €",Grasas 36g de las cuales saturadas 11g Hidratos de Carbono 45g de los cuales azúcares 35g Proteínas 7.4g Sal 0.09g,No disponible,"(17,16 €/KILO)"
Turrón blando crujiente Dulce Noel Dia bolsa 250 g,https://www.dia.es/navidad/turrones/p/302673,https://www.dia.es/product_images/302673/302673_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 36g de las cuales saturadas 5.1g Hidratos de Carbono 35g de los cuales azúcares 31g Proteínas 15g Sal 0.1g,No disponible,"(15,96 €/KILO)"
Turrón praliné con crema de cacahuete al toque sal Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/302672,https://www.dia.es/product_images/302672/302672_ISO_0_ES.jpg?imwidth=392,"2,50 €",Grasas 36g de las cuales saturadas 15g Hidratos de Carbono 43g de los cuales azúcares 38g Proteínas 14g Sal 0.24g,No disponible,"(16,67 €/KILO)"
Turrón praliné con galleta caramelizada Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/302671,https://www.dia.es/product_images/302671/302671_ISO_0_ES.jpg?imwidth=392,"2,50 €",Grasas 35g de las cuales saturadas 20g Hidratos de Carbono 53g de los cuales azúcares 49g Proteínas 8.4g Sal 0.32g,No disponible,"(16,67 €/KILO)"
Turrón de chocolate y trocitos de galleta PrÍncipe Suchard 260 g,https://www.dia.es/navidad/turrones/p/295860,https://www.dia.es/product_images/295860/295860_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 28g de las cuales saturadas 11g Hidratos de Carbono 58g de los cuales azúcares 47g Fibra alimentaria 3.7g Proteínas 7.6g Sal 0.24g,No disponible,"(17,35 €/KILO)"
Turrón con crema de galleta belga Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/295585,https://www.dia.es/product_images/295585/295585_ISO_0_ES.jpg?imwidth=392,"2,75 €",Grasas 32.9g de las cuales saturadas 12.2g Hidratos de Carbono 59g de los cuales azúcares 50.2g Proteínas 4.3g Sal 0.39g,No disponible,"(18,33 €/KILO)"
Turrón de chocolate con leche y galleta Nestlé Dinosaurus bolsa 230 g,https://www.dia.es/navidad/turrones/p/295526,https://www.dia.es/product_images/295526/295526_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 33.4g de las cuales saturadas 16.1g Hidratos de Carbono 57g de los cuales azúcares 43.1g Fibra alimentaria 2g Proteínas 5.3g Sal 0.35g,No disponible,"(17,35 €/KILO)"
Turrón de chocolate blanco Nestlé Jungly 229 g,https://www.dia.es/navidad/turrones/p/287853,https://www.dia.es/product_images/287853/287853_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 31.2g de las cuales saturadas 16.6g Hidratos de Carbono 58.4g de los cuales azúcares 53.7g Fibra alimentaria 0.6g Proteínas 6.9g Sal 0.23g,No disponible,"(17,42 €/KILO)"
Bombones rellenos de turrón Temptation de Dia bolsa 208 g,https://www.dia.es/azucar-chocolates-y-caramelos/chocolates-y-bombones/p/284267,https://www.dia.es/product_images/284267/284267_ISO_0_ES.jpg?imwidth=392,"3,75 €",Grasas 33.8g de las cuales saturadas 12.6g Hidratos de Carbono 48.3g de los cuales azúcares 47.9g Proteínas 8.6g Sal 0.07g,No disponible,"(18,03 €/KILO)"
Turrón artesano de yema tostada con naranja Dulce Noel Dia caja 240 g,https://www.dia.es/navidad/turrones/p/284265,https://www.dia.es/product_images/284265/284265_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 17.1g de las cuales saturadas 2.3g Hidratos de Carbono 56.2g de los cuales azúcares 54.1g Proteínas 9.1g Sal 0.05g,No disponible,"(16,63 €/KILO)"
Turrón de chocolate con leche Nestlé Jungly 232 g,https://www.dia.es/navidad/turrones/p/277572,https://www.dia.es/product_images/277572/277572_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 30.4g de las cuales saturadas 15.6g Hidratos de Carbono 58.3g de los cuales azúcares 49g Fibra alimentaria 1.6g Proteínas 6.7g Sal 0.2g,No disponible,"(17,20 €/KILO)"
Turrón de chocolate con almendras sin azúcar Dulce Noel Dia caja 175 g,https://www.dia.es/navidad/turrones/p/273483,https://www.dia.es/product_images/273483/273483_ISO_0_ES.jpg?imwidth=392,"2,85 €",Grasas 39.1g de las cuales saturadas 15.7g Hidratos de Carbono 42.7g de los cuales azúcares 5.7g Proteínas 9.8g Sal 0.12g Polialcoholes 35.5g,No disponible,"(16,29 €/KILO)"
Turrón imperial de almendras sin azúcar Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/273482,https://www.dia.es/product_images/273482/273482_ISO_0_ES.jpg?imwidth=392,"2,60 €",Grasas 32g de las cuales saturadas 2.5g Hidratos de Carbono 42g de los cuales azúcares 3.4g Proteínas 20g Sal 0.04g,No disponible,"(17,33 €/KILO)"
Turrón de crema de almendras sin azúcar Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/273481,https://www.dia.es/product_images/273481/273481_ISO_0_ES.jpg?imwidth=392,"2,60 €",Grasas 35g de las cuales saturadas 2.7g Hidratos de Carbono 31g de los cuales azúcares 3.4g Proteínas 21g Sal 0.04g,No disponible,"(17,33 €/KILO)"
Turrón praliné de ron con pasas Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/265846,https://www.dia.es/product_images/265846/265846_ISO_0_ES.jpg?imwidth=392,"2,75 €",Grasas 37g de las cuales saturadas 21g Hidratos de Carbono 51g de los cuales azúcares 43g Proteínas 5g Sal 1.7g,No disponible,"(18,33 €/KILO)"
Turrón praliné de crema catalana Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/265843,https://www.dia.es/product_images/265843/265843_ISO_0_ES.jpg?imwidth=392,"2,50 €",Grasas 45g de las cuales saturadas 26g Hidratos de Carbono 46g de los cuales azúcares 46g Proteínas 5.9g Sal 1.4g,No disponible,"(16,67 €/KILO)"
Turrón praliné de trufa Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/265842,https://www.dia.es/product_images/265842/265842_ISO_0_ES.jpg?imwidth=392,"2,50 €",Grasas 41g de las cuales saturadas 23g Hidratos de Carbono 45g de los cuales azúcares 44g Proteínas 5.9g Sal 0.33g,No disponible,"(16,67 €/KILO)"
Turrón de chocolate con leche con almendras Dulce Noel Dia caja 175 g,https://www.dia.es/navidad/turrones/p/265839,https://www.dia.es/product_images/265839/265839_ISO_0_ES.jpg?imwidth=392,"2,50 €",Grasas 38.5g de las cuales saturadas 11.8g Hidratos de Carbono 41.4g de los cuales azúcares 39.8g Proteínas 10.5g Sal 0.17g Polialcoholes 36g,No disponible,"(14,29 €/KILO)"
Turrón de tres chocolates Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/265831,https://www.dia.es/product_images/265831/265831_ISO_0_ES.jpg?imwidth=392,"2,75 €",Grasas 36g de las cuales saturadas 21g Hidratos de Carbono 54g de los cuales azúcares 54g Proteínas 5.5g Sal 0.14g,No disponible,"(18,33 €/KILO)"
Turrón de chocolate con cacahuete frito con miel Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/264743,https://www.dia.es/product_images/264743/264743_ISO_0_ES.jpg?imwidth=392,"1,69 €",Grasas 34g de las cuales saturadas 15g Hidratos de Carbono 46g de los cuales azúcares 39g Proteínas 11g Sal 0.16g,No disponible,"(11,27 €/KILO)"
Turrón de alicante artesano Dulce Noel Dia 220 g,https://www.dia.es/navidad/turrones/p/264737,https://www.dia.es/product_images/264737/264737_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 36g de las cuales saturadas 2.9g Hidratos de Carbono 39g de los cuales azúcares 26g Proteínas 16g Sal 0.06g,No disponible,"(18,14 €/KILO)"
Turrón de chocolate negro con almendras Dulce Noel Dia caja 175 g,https://www.dia.es/navidad/turrones/p/264734,https://www.dia.es/product_images/264734/264734_ISO_0_ES.jpg?imwidth=392,"2,50 €",Grasas 39.8g de las cuales saturadas 15.9g Hidratos de Carbono 32.8g de los cuales azúcares 29.5g Proteínas 11.2g Sal 0.06g,No disponible,"(14,29 €/KILO)"
Turrón de chocolate negro con arroz inflado Suchard 260 g,https://www.dia.es/navidad/turrones/p/260100,https://www.dia.es/product_images/260100/260100_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 36g de las cuales saturadas 15g Hidratos de Carbono 46g de los cuales azúcares 39g Fibra alimentaria 6.9g Proteínas 8g Sal 0.04g,No disponible,"(17,35 €/KILO)"
Turrón de chocolate con arroz inflado Suchard 2 x 230 g,https://www.dia.es/navidad/turrones/p/260098,https://www.dia.es/product_images/260098/260098_ISO_0_ES.jpg?imwidth=392,"6,99 €",Grasas 28g de las cuales saturadas 10g Hidratos de Carbono 58g de los cuales azúcares 50g Fibra alimentaria 3.8g Proteínas 7.6g Sal 0.18g,No disponible,"(15,20 €/KILO)"
Turrón de chocolate con trozos de galleta oreo Suchard 260 g,https://www.dia.es/navidad/turrones/p/184619,https://www.dia.es/product_images/184619/184619_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 27g de las cuales saturadas 10g Hidratos de Carbono 58g de los cuales azúcares 48g Fibra alimentaria 4g Proteínas 7.4g Sal 0.34g,No disponible,"(17,35 €/KILO)"
Turrón de chocolate con trozos de galleta oreo blanco Suchard 260 g,https://www.dia.es/navidad/turrones/p/184618,https://www.dia.es/product_images/184618/184618_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 27g de las cuales saturadas 15g Hidratos de Carbono 61g de los cuales azúcares 53g Fibra alimentaria 0.8g Proteínas 7.2g Sal 0.45g,No disponible,"(17,35 €/KILO)"
Turrón de chocolate con almendras enteras Suchard 260 g,https://www.dia.es/navidad/turrones/p/184616,https://www.dia.es/product_images/184616/184616_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 32g de las cuales saturadas 10g Hidratos de Carbono 51g de los cuales azúcares 46g Fibra alimentaria 5g Proteínas 9.3g Sal 0.12g,No disponible,"(17,35 €/KILO)"
Turrón de alicante El lobo caja 150 g,https://www.dia.es/navidad/turrones/p/168092,https://www.dia.es/product_images/168092/168092_ISO_0_ES.jpg?imwidth=392,"3,99 €",No disponible,No disponible,"(26,60 €/KILO)"
Turrón de Alicante El lobo caja 185 g,https://www.dia.es/navidad/turrones/p/168090,https://www.dia.es/product_images/168090/168090_ISO_0_ES.jpg?imwidth=392,"3,99 €",No disponible,No disponible,"(21,57 €/KILO)"
Turrón de jijona El lobo caja 185 g,https://www.dia.es/navidad/turrones/p/168089,https://www.dia.es/product_images/168089/168089_ISO_0_ES.jpg?imwidth=392,"3,99 €",No disponible,No disponible,"(21,57 €/KILO)"
Turrón de guirlache de aragón Lacasa caja 240 g,https://www.dia.es/navidad/turrones/p/114019,https://www.dia.es/product_images/114019/114019_ISO_0_ES.jpg?imwidth=392,"5,49 €",Grasas 26.7g de las cuales saturadas 2.1g de las cuales monoinsaturadas 17.3g de las cuales poliinsaturadas 6.6g Hidratos de Carbono 54.6g de los cuales azúcares 52.9g Fibra alimentaria 6.4g Proteínas 10.6g Sal 0.02g Polialcoholes 0g,No disponible,"(22,88 €/KILO)"
Trufas al cacao puro Lacasa caja 85 g,https://www.dia.es/azucar-chocolates-y-caramelos/chocolates-y-bombones/p/241610,https://www.dia.es/product_images/241610/241610_ISO_0_ES.jpg?imwidth=392,"1,09 €",No disponible,No disponible,"(12,82 €/KILO)"
Surtido de lenguas de gato Temptation de Dia caja 60 g,https://www.dia.es/azucar-chocolates-y-caramelos/chocolates-y-bombones/p/302908,https://www.dia.es/product_images/302908/302908_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 35.6g de las cuales saturadas 22.2g Hidratos de Carbono 51.2g de los cuales azúcares 49.6g Proteínas 6.1g Sal 0.16g,No disponible,"(33,17 €/KILO)"
Chocolate mints Temptation de Dia caja 165 g,https://www.dia.es/azucar-chocolates-y-caramelos/chocolates-y-bombones/p/209656,https://www.dia.es/product_images/209656/209656_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 17g de las cuales saturadas 10g Hidratos de Carbono 70g de los cuales azúcares 61g Proteínas 3.5g Sal 0.03g,No disponible,"(12,06 €/KILO)"
Galletas de jengibre Dulce Noel Dia caja 300 g,https://www.dia.es/azucar-chocolates-y-caramelos/dulces-de-navidad/p/273488,https://www.dia.es/product_images/273488/273488_ISO_0_ES.jpg?imwidth=392,"2,59 €",Grasas 14g de las cuales saturadas 5g Hidratos de Carbono 70g de los cuales azúcares 31g Proteínas 4.5g Sal 1.4g,No disponible,"(8,63 €/KILO)"
Galletas con mantequilla Dulce Noel Dia caja 125 g,https://www.dia.es/azucar-chocolates-y-caramelos/dulces-de-navidad/p/295589,https://www.dia.es/product_images/295589/295589_ISO_0_ES.jpg?imwidth=392,"1,50 €",Grasas 25g de las cuales saturadas 17g Hidratos de Carbono 63g de los cuales azúcares 26g Proteínas 5.8g Sal 0.29g,No disponible,"(12,00 €/KILO)"
Barquillos rellenos de crema de turrón Dulce Noel Dia lata 200 g,https://www.dia.es/navidad/dulces-navidad/p/273438,https://www.dia.es/product_images/273438/273438_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 24.7gr de las cuales saturadas 18.1gr Hidratos de Carbono 66.6gr de los cuales azúcares 46.3gr Proteínas 5.7gr Sal 0.33gr,No disponible,"(14,95 €/KILO)"
Cortadillo relleno de cabello de Ángel La flor de Antequera caja 144 g,https://www.dia.es/azucar-chocolates-y-caramelos/dulces-de-navidad/p/296366,https://www.dia.es/product_images/296366/296366_ISO_0_ES.jpg?imwidth=392,"1,50 €",Grasas 15g de las cuales saturadas 1.7g Hidratos de Carbono 68g de los cuales azúcares 31g Proteínas 4g Sal 0.15g,No disponible,"(10,42 €/KILO)"
Barquillos rellenos de crema de cacao con avellanas Dulce Noel Dia lata 200 g,https://www.dia.es/navidad/dulces-navidad/p/273439,https://www.dia.es/product_images/273439/273439_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 18.7gr de las cuales saturadas 5.8gr Hidratos de Carbono 65.9gr de los cuales azúcares 45.1gr Proteínas 5.8gr Sal 0.33gr,No disponible,"(14,95 €/KILO)"
Fresas recubiertas con chocolate blanco Naturmundo de Dia bolsa 150 g,https://www.dia.es/patatas-fritas-encurtidos-y-frutos-secos/frutos-secos/p/294940,https://www.dia.es/product_images/294940/294940_ISO_0_ES.jpg?imwidth=392,"3,29 €",Grasas 18g de las cuales saturadas 11g Hidratos de Carbono 72g de los cuales azúcares 66g Proteínas 3.8g Sal 0.43g,No disponible,"(21,93 €/KILO)"
Calendario de adviento Muller&muller 75 g,https://www.dia.es/azucar-chocolates-y-caramelos/chocolates-y-bombones/p/35626,https://www.dia.es/product_images/35626/35626_ISO_0_ES.jpg?imwidth=392,"1,75 €",No disponible,No disponible,"(23,33 €/KILO)"
Cacahuetes recubiertos de 3 chocolates Naturmundo de Dia bolsa 200 g,https://www.dia.es/patatas-fritas-encurtidos-y-frutos-secos/frutos-secos/p/294942,https://www.dia.es/product_images/294942/294942_ISO_0_ES.jpg?imwidth=392,"2,79 €",Grasas 34g de las cuales saturadas 16g Hidratos de Carbono 39g de los cuales azúcares 37g Proteínas 16g Sal 0.08g,No disponible,"(13,95 €/KILO)"
Pistachos recubiertos de chocolate con leche Naturmundo de Dia bolsa 150 g,https://www.dia.es/patatas-fritas-encurtidos-y-frutos-secos/frutos-secos/p/294818,https://www.dia.es/product_images/294818/294818_ISO_0_ES.jpg?imwidth=392,"3,45 €",Grasas 35g de las cuales saturadas 15g Hidratos de Carbono 47g de los cuales azúcares 37g Proteínas 11g Sal 0.11g,No disponible,"(23,00 €/KILO)"
Láminas de chocolate blanco y trocitos de limón Temptation de Dia caja 100 g,https://www.dia.es/azucar-chocolates-y-caramelos/chocolates-y-bombones/p/302662,https://www.dia.es/product_images/302662/302662_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 31.4g de las cuales saturadas 20g Hidratos de Carbono 60.9g de los cuales azúcares 60.7g Proteínas 4.8g Sal 0.23g,No disponible,"(29,90 €/KILO)"
Naranja con chocolate negro Naturmundo de Dia bolsa 150 g,https://www.dia.es/frutas/frutas-deshidratadas/p/303031,https://www.dia.es/product_images/303031/303031_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 17g de las cuales saturadas 5.5g Hidratos de Carbono 68g de los cuales azúcares 62g Proteínas 2.7g Sal 0.2g,No disponible,"(19,93 €/KILO)"
Monedas de chocolate Crest malla 100 g,https://www.dia.es/azucar-chocolates-y-caramelos/chocolates-y-bombones/p/69241,https://www.dia.es/product_images/69241/69241_ISO_0_ES.jpg?imwidth=392,"1,50 €",Grasas 27g de las cuales saturadas 17g Hidratos de Carbono 62g de los cuales azúcares 61g Fibra alimentaria 2.2g Proteínas 6g Sal 0.27g,No disponible,"(15,00 €/KILO)"
Arándanos recubiertos de chocolate negro Naturmundo de Dia bolsa 150 g,https://www.dia.es/patatas-fritas-encurtidos-y-frutos-secos/frutos-secos/p/294817,https://www.dia.es/product_images/294817/294817_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 16g de las cuales saturadas 10g Hidratos de Carbono 68g de los cuales azúcares 63g Proteínas 2.4g Sal 0.04g,No disponible,"(19,93 €/KILO)"
Surtido de chocolatinas Celebrations caja 196 g,https://www.dia.es/azucar-chocolates-y-caramelos/chocolates-y-bombones/p/304149,https://www.dia.es/product_images/304149/304149_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 25g de las cuales saturadas 15g Hidratos de Carbono 62g de los cuales azúcares 55g Proteínas 5.5g Sal 0.39g,No disponible,"(20,36 €/KILO)"
Almendra con chocolate blanco y caramelo Naturmundo de Dia bolsa 150 g,https://www.dia.es/patatas-fritas-encurtidos-y-frutos-secos/frutos-secos/p/303035,https://www.dia.es/product_images/303035/303035_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 37g de las cuales saturadas 14g Hidratos de Carbono 43g de los cuales azúcares 43g Proteínas 13g Sal 0.2g,No disponible,"(19,93 €/KILO)"
Bombones rellenos de coco y almendra Ferrero Raffaello caja 150 g,https://www.dia.es/azucar-chocolates-y-caramelos/chocolates-y-bombones/p/85754,https://www.dia.es/product_images/85754/85754_ISO_0_ES.jpg?imwidth=392,"4,39 €",Grasas 48.6g de las cuales saturadas 29.7g Hidratos de Carbono 38.3g de los cuales azúcares 33.3g Proteínas 7.2g Sal 0.31g,No disponible,"(29,27 €/KILO)"
Bombones surtidos Nestlé Caja Roja caja 398 g,https://www.dia.es/azucar-chocolates-y-caramelos/chocolates-y-bombones/p/85341,https://www.dia.es/product_images/85341/85341_ISO_0_ES.jpg?imwidth=392,"11,99 €",Grasas 33.6g de las cuales saturadas 17.3g Hidratos de Carbono 54.1g de los cuales azúcares 50.9g Fibra alimentaria 2.9g Proteínas 6.7g Sal 0.15g,No disponible,"(30,13 €/KILO)"
